Description,Days,Price,AvailableOn,Rating,Comment
,104,16184,Amazon,4,Value for money.... perfect for small familyREAD MORE
,105,15158,Flipkart,4,Nice product... best buyREAD MORE
,106,13100,Flipkart,5,GoodREAD MORE
,107,13449,Amazon,4,GoodREAD MORE
,108,16054,Flipkart,4,product is goodREAD MORE
,109,14514,Flipkart,5,ExcellentREAD MORE
,110,16465,Flipkart,5,"It's perfect , astetic, cool,  and classy look,  good material and looks beautiful in my room by giving a sweet look💓READ MORE"
,111,14236,Amazon,5,"The dinning was so good enough also the installation process was so good and fast . Within 2 days everything completed i brought it, it delivered, installation doneREAD MORE"
,112,13911,Flipkart,5,Great installation very much satisfied.READ MORE
,113,16121,Flipkart,5,Loved it.READ MORE
,114,14953,Amazon,5,Too nice dining setREAD MORE
,115,13443,Amazon,5,Very goodREAD MORE
,116,14867,Amazon,5,"This dinning table set is very beautiful, complete and stylish.READ MORE"
,117,15580,Flipkart,5,"Stability of one chair is bit a problem, installion done after 4 days of delivery date. Service is disappoinment, need to call a lot of times. Talking about whole dining set, 1. Looks are perfect as shown in picture2. Compact3. Quality is good.READ MORE"
,118,16278,Amazon,5,Dining table is very nice and very comfortableREAD MORE
,119,15735,Amazon,5,BestREAD MORE
,120,15893,Flipkart,4,The product is really good and comfortable too.The only problem which I faced is about its installation. It took more time to get installed from the technician as promised to me by Flipkart.Highly recommended product for small family.READ MORE
,121,13897,Flipkart,5,It's an excellent product. Delivered as scheduled. Looks premium and goes well with contemporary style. Thanks Flipkart.READ MORE
,122,15980,Amazon,5,Very niceREAD MORE
,123,14834,Flipkart,1,After sales service is worst. Trying to replace item for 3 weeks but nobody came to dismantle it and replace the faulty product evev after repeated reminder to flipkart. Nobody cares.READ MORE
,124,14338,Flipkart,5,Excellent finish with low space occupied set. Suitable for small roomREAD MORE
,125,13038,Amazon,5,This is an awesome product ❤️✌🏼🙏🏻READ MORE
,126,13947,Flipkart,5,GoodREAD MORE
,127,14910,Flipkart,4,GoodREAD MORE
,128,15979,Flipkart,5,Product is superb.Installation was awesome.Thank you flipkartREAD MORE
,129,13962,Amazon,5,Installation guy was really humble and good at workREAD MORE
,130,14006,Amazon,5,"Very nice product at this price.. U can surely buy it.. Table, chair and stand quality is very good. Perfect for flat.Wood finish stand and nice look.. 5 out of 5.READ MORE"
,131,15097,Flipkart,5,Fast delivery and next day installation. Product is good.. thnk u flipkart..READ MORE
,132,15243,Flipkart,5,Best furniture with great design...value for money..READ MORE
,133,16010,Flipkart,5,AssumeREAD MORE
,134,13033,Flipkart,5,Perfect productREAD MORE
,135,14112,Flipkart,5,This table is amazing and aristocratic. Looks really rich and soft cushiony seats !! its very compact and doesnt take much space and extremely stable. It will be a statement piece for sureREAD MORE
,136,15065,Flipkart,5,GoodREAD MORE
,137,13179,Amazon,5,Very goodREAD MORE
,138,15023,Flipkart,5,Good productREAD MORE
,139,16215,Amazon,5,I am very happyREAD MORE
,140,16468,Flipkart,5,Looks amazing! Just that the bottom part not wood!READ MORE
,141,14100,Amazon,5,Good productREAD MORE
,142,16132,Amazon,5,GreatREAD MORE
,143,15443,Amazon,5,NiceREAD MORE
,144,14333,Amazon,5,Nice 👍READ MORE
,145,13997,Flipkart,5,BeautifulREAD MORE
,146,13873,Amazon,1,Worst product don't buy...I received the broken glass and after so much fight with the installation guy they finally replaced the product but that was also defective...the chair was not installed properly. When a person sit on it it used to get bend...I suggest not buy this productREAD MORE
,147,16196,Amazon,4,Overall good product but foam of the chair is very light. Will not work longer…READ MORE
,148,15077,Amazon,5,Good product and nice installation serviceREAD MORE
,149,14077,Flipkart,4,As for price I really liked the product.READ MORE
,150,15744,Amazon,5,Thank you Flipkart for this amazing dining table.Loved it.READ MORE
,151,13740,Amazon,5,Good one ..Quality is goodREAD MORE
,152,13915,Flipkart,5,Perfectly sturdy and compactREAD MORE
,153,14582,Flipkart,5,Such a lovely versatile product loved it .. good buyREAD MORE
,154,15343,Flipkart,5,Very nice 👍READ MORE
,155,15721,Amazon,5,It's just wow same as itis in the  pictureREAD MORE
,156,14234,Amazon,5,Very good productREAD MORE
,157,14735,Flipkart,5,Rare combination of Strong and BeautifulREAD MORE
,158,16278,Amazon,5,Wonderful productREAD MORE
,159,15605,Flipkart,5,Good Quality product ! Better than expected !!!READ MORE
,160,14167,Amazon,5,Best product at this priceREAD MORE
,161,15980,Amazon,1,Waste productREAD MORE
,162,13447,Amazon,5,Space saving product. It is good products if you want to use 5 to 7 yearsREAD MORE
,163,13819,Amazon,5,Awesome purchase. Loved it. Thnks to flipkart. Looking grt. 😍😍READ MORE
,164,13869,Amazon,1,Material is good... but fitting is very very badREAD MORE
,165,15717,Flipkart,3,niceREAD MORE
,166,14189,Amazon,4,Over all bult quality is goodREAD MORE
,167,15061,Flipkart,4,Good enough but Chinese products I hateREAD MORE
,168,14184,Flipkart,5,Good productREAD MORE
,169,14766,Amazon,5,This one is a great space saver.The installation person is also very professional and goodREAD MORE
,170,15639,Amazon,1,Bad product receivedREAD MORE
,171,16399,Amazon,1,Waste productREAD MORE
,172,15895,Amazon,5,Space saving product. It is good products if you want to use 5 to 7 yearsREAD MORE
,173,13446,Flipkart,5,Awesome purchase. Loved it. Thnks to flipkart. Looking grt. 😍😍READ MORE
,174,14634,Flipkart,1,Material is good... but fitting is very very badREAD MORE
,175,14873,Flipkart,3,niceREAD MORE
,176,13506,Flipkart,4,Over all bult quality is goodREAD MORE
,177,13508,Flipkart,4,Good enough but Chinese products I hateREAD MORE
,178,13973,Amazon,5,Good productREAD MORE
,179,15798,Flipkart,5,This one is a great space saver.The installation person is also very professional and goodREAD MORE
,180,13629,Amazon,1,Bad product receivedREAD MORE
,181,15180,Amazon,5,Very nice productREAD MORE
,182,13392,Amazon,4,Bought it a year back. Really good quality stuff.READ MORE
,183,15348,Flipkart,5,Just in one word ... excellentREAD MORE
,184,13386,Amazon,5,Very nice superREAD MORE
,185,15761,Flipkart,5,Nice product value for moneyREAD MORE
,186,16205,Flipkart,5,So beautiful and classy...😍😍😍I really like it.. thanks FlipkartREAD MORE
,187,15913,Flipkart,5,OkREAD MORE
,188,16456,Flipkart,5,Table rubber stoppers were missing in the packREAD MORE
,189,15584,Amazon,5,Just go for itREAD MORE
,190,13705,Flipkart,5,Unique and very spacious. I really liked the chairs and they are very strong and steady.READ MORE
,191,15890,Amazon,5,High quality product... 👌👌READ MORE
,192,14827,Amazon,5,The actual size of the table is 40 inches.. it is looking very classy and compact. Highly recommendedREAD MORE
,193,15167,Amazon,5,Very nice product.. looking so beautiful..quite sturdy. Install people also so fast and so professional..READ MORE
,194,16106,Amazon,5,Worth ... Nice product.. Worth buyingREAD MORE
,195,13829,Flipkart,5,SuperbREAD MORE
,196,14638,Amazon,4,More comfortable than occupy less area WorthREAD MORE
,197,14110,Amazon,5,Very very goodREAD MORE
,198,15510,Flipkart,5,"Timely delivery and smooth installation.Go for this guy's , very good product. Exactly same as shown in pics.READ MORE"
,199,15912,Amazon,5,Good productREAD MORE
,200,14995,Amazon,5,Mindblowing...... awesome...... I am so loving it.....READ MORE
,201,13642,Amazon,5,Wonderful product ....same as shown in the pictureREAD MORE
,202,14218,Flipkart,5,Suitable for compact spacesREAD MORE
,203,14263,Flipkart,4,Go for it ..awesomeREAD MORE
,204,14080,Flipkart,4,Excellent ProductREAD MORE
,205,15808,Amazon,5,"Beautiful products, similar with photo, service also good. Engineer also experienced. Delivery & installation was very smoothly conducted. Very happy.READ MORE"
,206,13471,Flipkart,5,"Good quality, very niceREAD MORE"
,207,13097,Flipkart,5,Comfortable for children and occupies less space.READ MORE
,208,14986,Amazon,5,Love this dining setREAD MORE
,209,13449,Amazon,4,Nice tableREAD MORE
,210,15608,Amazon,4,Good Product uses less space adjust within the area of glass topREAD MORE
,211,13980,Flipkart,5,BeautifulREAD MORE
,212,16185,Amazon,1,Worst product don't buy...I received the broken glass and after so much fight with the installation guy they finally replaced the product but that was also defective...the chair was not installed properly. When a person sit on it it used to get bend...I suggest not buy this productREAD MORE
,213,15099,Flipkart,4,Overall good product but foam of the chair is very light. Will not work longer…READ MORE
,214,13062,Flipkart,5,Good product and nice installation serviceREAD MORE
,215,15374,Amazon,4,As for price I really liked the product.READ MORE
,216,14293,Amazon,5,Thank you Flipkart for this amazing dining table.Loved it.READ MORE
,217,16394,Flipkart,5,Good one ..Quality is goodREAD MORE
,218,16046,Amazon,5,Perfectly sturdy and compactREAD MORE
,219,13258,Amazon,5,Such a lovely versatile product loved it .. good buyREAD MORE
,220,14855,Flipkart,5,Very nice 👍READ MORE
,221,15414,Amazon,5,It's just wow same as itis in the  pictureREAD MORE
,222,15315,Flipkart,5,Very good productREAD MORE
,223,13838,Flipkart,5,Rare combination of Strong and BeautifulREAD MORE
,224,13693,Amazon,5,Wonderful productREAD MORE
,225,15219,Flipkart,5,Good Quality product ! Better than expected !!!READ MORE
,226,13457,Amazon,5,Best product at this priceREAD MORE
,227,14313,Amazon,1,Waste productREAD MORE
,228,13549,Amazon,5,Space saving product. It is good products if you want to use 5 to 7 yearsREAD MORE
,229,15957,Flipkart,5,Awesome purchase. Loved it. Thnks to flipkart. Looking grt. 😍😍READ MORE
,230,16256,Amazon,1,Material is good... but fitting is very very badREAD MORE
,231,15258,Amazon,3,niceREAD MORE
,232,14163,Amazon,4,Over all bult quality is goodREAD MORE
,233,15657,Amazon,4,Good enough but Chinese products I hateREAD MORE
,234,15821,Amazon,5,Good productREAD MORE
,235,16487,Flipkart,5,This one is a great space saver.The installation person is also very professional and goodREAD MORE
,236,13674,Amazon,1,Bad product receivedREAD MORE
,237,13249,Flipkart,1,Waste productREAD MORE
,238,15412,Flipkart,5,Space saving product. It is good products if you want to use 5 to 7 yearsREAD MORE
,239,13127,Flipkart,5,Awesome purchase. Loved it. Thnks to flipkart. Looking grt. 😍😍READ MORE
,240,14292,Flipkart,1,Material is good... but fitting is very very badREAD MORE
,241,16463,Amazon,3,niceREAD MORE
,242,14084,Amazon,4,Over all bult quality is goodREAD MORE
,243,15393,Amazon,4,Good enough but Chinese products I hateREAD MORE
,244,13978,Flipkart,5,Good productREAD MORE
,245,13469,Flipkart,5,This one is a great space saver.The installation person is also very professional and goodREAD MORE
,246,14625,Flipkart,1,Bad product receivedREAD MORE
,247,15151,Flipkart,5,Very nice productREAD MORE
,248,13045,Amazon,4,Bought it a year back. Really good quality stuff.READ MORE
,249,15663,Flipkart,5,Just in one word ... excellentREAD MORE
,250,15546,Flipkart,5,Very nice superREAD MORE
,251,14047,Flipkart,5,Nice product value for moneyREAD MORE
,252,15989,Amazon,5,So beautiful and classy...😍😍😍I really like it.. thanks FlipkartREAD MORE
,253,13986,Amazon,5,OkREAD MORE
,254,13828,Flipkart,5,Table rubber stoppers were missing in the packREAD MORE
,255,14885,Flipkart,5,Just go for itREAD MORE
,256,15095,Amazon,5,Unique and very spacious. I really liked the chairs and they are very strong and steady.READ MORE
,257,14073,Amazon,5,High quality product... 👌👌READ MORE
,258,13517,Amazon,5,The actual size of the table is 40 inches.. it is looking very classy and compact. Highly recommendedREAD MORE
,259,16434,Flipkart,5,Very nice product.. looking so beautiful..quite sturdy. Install people also so fast and so professional..READ MORE
,260,13894,Amazon,5,Worth ... Nice product.. Worth buyingREAD MORE
,261,14867,Amazon,5,SuperbREAD MORE
,262,14769,Amazon,4,More comfortable than occupy less area WorthREAD MORE
,263,13176,Amazon,5,Very very goodREAD MORE
,264,15832,Flipkart,5,"Timely delivery and smooth installation.Go for this guy's , very good product. Exactly same as shown in pics.READ MORE"
,265,16068,Amazon,5,Good productREAD MORE
,266,14962,Amazon,5,Mindblowing...... awesome...... I am so loving it.....READ MORE
,267,13292,Amazon,5,Wonderful product ....same as shown in the pictureREAD MORE
,268,14670,Flipkart,5,Suitable for compact spacesREAD MORE
,269,13487,Amazon,4,Go for it ..awesomeREAD MORE
,270,13077,Flipkart,4,Excellent ProductREAD MORE
,271,13849,Flipkart,5,"Beautiful products, similar with photo, service also good. Engineer also experienced. Delivery & installation was very smoothly conducted. Very happy.READ MORE"
,272,14016,Amazon,5,"Good quality, very niceREAD MORE"
,273,14425,Amazon,5,Comfortable for children and occupies less space.READ MORE
,274,14171,Flipkart,5,Love this dining setREAD MORE
,275,16318,Flipkart,4,Nice tableREAD MORE
,276,16101,Flipkart,4,Good Product uses less space adjust within the area of glass topREAD MORE
,277,13281,Flipkart,5,BeautifulREAD MORE
,278,15919,Amazon,1,Worst product don't buy...I received the broken glass and after so much fight with the installation guy they finally replaced the product but that was also defective...the chair was not installed properly. When a person sit on it it used to get bend...I suggest not buy this productREAD MORE
,279,13547,Flipkart,4,Overall good product but foam of the chair is very light. Will not work longer…READ MORE
