Description,Days,Price,AvailableOn,Rating,Comment
,22,4574,Flipkart,4,"Perfect for small family , build quality is not that as , cushioning is average glass is not 12mm  it's probably 8 mm but durable ,after installation it will turn your dining space beautiful without any doubt ,, you can easily go for it if you get it within 10000-13000,you won't find any 4 seater dining table with chairs in the market under such price bracket  so overall good deal"
,23,5373,Amazon,4,"Good product,looks amazing good for small space as it occupy less space ,quality is also look good one nagative thing is that leg of one chair is little short that is why this one chair is unstable but this is ignorable, overall dinning table is good"
,24,4239,Flipkart,5,"Product quality is ok,  look wise awesome but chair is not sturdy bit shaking when you sit on it. For me bit costly because I got it for  15k.  Other people have got it even for 10k . So I am little disappointed."
,25,4552,Amazon,4,"The perfect stuff that truly adds an outstanding beauty to your house. Intially, I was skeptical to order furniture online, as product was received I felt really happy with its curved design and space saving mechanism.PS: After using it for 15days, I found that this product is exceptionally good for regular usage as one has no need to fear of dents or breakage of glass. However,  still it has to wait and see for how long cushion of seats will last. Lessing one star as I found, one of the ch."
,26,4600,Flipkart,5,On time delivery . As said delivered on the time and incredible installation by the installation team. An awesome device by Flipkart. Such an employees will definitely gonna win the heart of Flipkart customers. 6 star rated service i.e. delivery and installation. Kudos to both the team.
,27,4873,Flipkart,5,"as expected, simple and classy design.i liked it, and quality wise it is ok. it is strong enough for medium size people."
,28,4096,Amazon,5,"A must buy, contemporary dining table that us compact and sturdy. looks beautiful and seems durable. Overall a good buy. Also, the installation team works in a timely manner and does a seamless job."
,29,5021,Flipkart,5,Loved my experience of shopping for this super sleek n smart dining table with crisp chairs. Installation guy also came in the next day. Excited for my new piece of stylish furniture! Must buy for small spaces. High recommended
,30,4856,Flipkart,5,Great Product. Stylish too . Compact for a small flat but spacious too . Great service support from Jeeves in timely installation & commissioning.
,31,4364,Flipkart,5,"Received the product on time . However I had arrange for a second visit for installation as the  !st installation was done by a callous ,rude ,engineeer who did not do his job properly and I urge flipkart to remove him from the service  or else it will degrade your customer service . Second installation done was upto my satisfaction.Coming to the product : The best that you can get at this price range . good quality glass , the chair legs are sturdy . Overall aesthetics gives this product."
,32,4409,Amazon,4,Superb. Compact and stylish. Height is little lower than usual dining tables. But not uncomfortable. The table is big enough to have 4 plates and other side dishes. You would not feel congested while having your meal. Seats have enough space to sit and the cushion is soft. Seats don't have full back but still you can lean back and relax. Due to corner design there is enough room for legs under the table as table legs won't come in between. This dining table won't eat much space as chairs shri.
,33,4121,Amazon,5,technician suresh kumar was very humble and courteous and installed the product in no time with perfection. quality of product is above expectation too. good job thumbs up. product case id 0885711
,34,4167,Amazon,5,look nice and comfortable   . can't say much as to how durable it is because i have just purchased it
,35,5126,Flipkart,5,Akhilesh sharma kcjv160729 did excellent job his behavior is awesome he is man with golden heart and very professional with excellent communication skill
,36,4877,Flipkart,5,"Good Product at a Good Price, bought it in BBD. Good quality and use less space. Even installation partner Jeeves does it job perfectly."
,37,5009,Amazon,5,Nice product and quick and fast installation Installation guys is superb Keep it up Thanks flipkart for your love spreadness.  Nice offer 👍🤗
,38,4845,Amazon,4,very comfortable and quality is super delivery is good and installation is also very fast thank-you flipkart
,39,5463,Flipkart,4,It looks as good as the picture. the person from Jeeves assembled it the same day and was efficient. Good product and good service.
,40,4432,Amazon,5,"Product is as exactly described and meets our requirements.Special mention essential about the excellent customer service from Flipkart's contact centre. They were extremely helpful in arranging for an earlier appointment for assembly.  The original appointment was scheduled for Saturday, and we very much appreciate the efforts made to complete the job three days earlier."
,41,4351,Flipkart,5,"It’s fancy, its big enough for four, looks really gr8. Also the installation happened on the same day. Thank you for such an amazing product"
,42,4093,Flipkart,5,Awesome excellent service and product very satisfied Thankyou and God Bless you All Always Warm Regards Rajiv Gulati
,43,4362,Flipkart,5,Excellent product. Very compact and suitable for small apartments. On time delivery and assembly. Minor issues got resolved in a day. Good follow up done by flipkart during all stages of product delivery and assembly.
,44,5399,Flipkart,1,The table lost its balance after 2 weeks of use it is very shaky. Go for a stable one.
,45,4791,Amazon,5,nice one
,46,5290,Amazon,5,Awesome! It looks exactly superbly same as it is in flipkart pics.
,47,5238,Flipkart,4,Looks goodChair comfort ok. Cant use it longer periods. Chairs are not stable.Didnt fit well
,48,4213,Amazon,5,Amazing product. Worth for Money. Go for it. it doesn't occupy more space and make your home beautiful
,49,4494,Amazon,5,Completely satisfied if anyone looking for a small and cozy one go for it
,50,5369,Amazon,5,Fast delivery and same day installation. Product seems good. Will update review after using it.
,51,5383,Flipkart,5,Thank you flipkart. Finally a good one
,52,4641,Amazon,5,"It's a must have dinning table for small family,  worth a price, go for it without a second thought."
,53,4684,Flipkart,4,"Nice Product, looks perfect but not for rough use"
,54,4368,Flipkart,5,Nice and compact
,55,4562,Flipkart,5,very much happy
,56,5001,Amazon,4,amazing product.
,57,5315,Flipkart,5,Looking good.
,58,4896,Amazon,5,Exactly what I have seen in pictures
,59,4773,Amazon,1,Very cheap poor quality product. Made of cheap iron road. It got dismantled from the leg within 3 days of installation.  Flippant rejected my money back and even any replacement. They just loot the customer. Don't get impressed by the picture
,60,4097,Amazon,5,gorgeous dining set  Legs of the table and chairs are all metal with wood finish &glass is so thick and sturdy. don't think go for it . absolutely beautiful
,61,4813,Amazon,1,"one of the worst decision I ever made on online buying, disappointed by flipkart, not worthy purchase, its chairs are weak and uncomfortable, glass is although tempered but quite thin, if it survive more than 6 months I will feel my self lucky."
,62,4770,Amazon,5,"Very good quality, sturdy,compact, good one less spacing houses and budget friendly too"
,63,4958,Flipkart,5,It's not as small as you see in image. It has adequate space required for 4 people. I bought it for 12700 on big billion days. I have been using for 4 days and everything is good. Chairs are comfortable
,64,5301,Amazon,5,Excellent
,65,5018,Flipkart,4,I liked the product.  Looks sleek and stylish.  However i wish the foam  in the chair seats was of more better quality or a bit hard so that it might run for longer duration.
,66,5033,Flipkart,1,This is the condition of the table within 3days. There soo called laser pasting came off from 3 sides.  Dispite of complaning product refund was not completed within 14days and after that no one cares about your warranty. Jeeves the official partner of flipkart assign to take care of these problem will not listen and they will what they want. They just glued the parts with local glue that looks hideous. Tremendously worst experience i have ever had. Dont even think of buying.
,67,4041,Flipkart,5,👍 productGo for it without any confusion
,68,4150,Flipkart,5,super Product. just awesome
,69,4177,Flipkart,5,compact and serves the purpose.
,70,5256,Flipkart,5,The first impression of the product is excellent. i am bulky and the chair is holding my weight and more importantly the packing and installation was very nice.
,71,5383,Flipkart,5,"Nice finishing, well built and looks classic. Comfatably fit for small dining space."
,72,5323,Flipkart,5,Looking so nice and comfortable.
,73,5062,Amazon,5,gud product
,74,5202,Amazon,4,nice product
,75,4769,Flipkart,5,It is metal For those wondering if it is wood or metal.
,76,4931,Amazon,4,Nice Sturdy Product.Some delivery issues was their but product is fine .And person who assamble this product take its L key .and even not sanitised this and only takes his picture with this dining set and sanitiser bottle and uploaded on and finished his job
,77,5415,Amazon,5,very nice and quate
,78,5354,Amazon,5,"Though it looks small but it is much bigger than expected And quality is good, worth the money! Must buy."
,79,5308,Flipkart,5,Good product. Comfortable and strongerThe major advantage noticed is the less space consumption.Recommendable product
,80,4839,Flipkart,4,"Product is very good , but installation service is very poor . They took 10 days to provide installation service after delivery of product .However , product quality is well satisfied ."
,81,5172,Amazon,5,Product is awesome 👍👍👍 go for it
,82,5187,Amazon,1,Looking good.  But the adhesive used for fixing the glass top with the legs aren't good enough. It is detached after use of one week.
,83,5038,Amazon,5,Nice packaging from Flipkart . Excellent quality and good service from installation team and till now no problem.
,84,4992,Amazon,4,Looking good. But not worth for your money(Rs.10500). Average quality. Will be a great deal if it is around 7k.
,85,5481,Flipkart,4,looks good but it's not long lasting
,86,4240,Flipkart,5,very good servicebeautiful product.excellent experience.
,87,5296,Amazon,5,"This dining table occupy less space also looks beautiful.Good for small family.Legs of table and chair made up of iron so its strong enough.Seat fabrics quality is bit poor.Not faced any kind of issues in installation.In price range Rs.10500,the product is excellent."
,88,5219,Amazon,2,"Product as described, simple and elegant."
,89,4730,Amazon,5,Really good product . Specialty for small room . Looking stylish . Instant change my room view. Metallic stand .
,90,5086,Flipkart,5,Excellent product giving the review aftr 10 month use no issue at all buy without any doubt
,91,4309,Amazon,5,My husband & me both is very happy with dis dining table. spacious product
,92,4989,Amazon,5,As expected good furniture at right price
,93,5393,Amazon,5,looks ultimate and gives a royal look to your house
,94,5238,Amazon,3,1. Not satisfied about cushion in the chair2. Price is little bit higher.it would be better at 7-8k.
,95,4174,Flipkart,1,Quality of materials is not good as compared to the price point  not a value for money product. Chairs are not sturdy and glass quality is not scratch resistance . scratches  are  become visible only after one month and glass is very thin chances are high that they were break easily  Please don't go for this product it's totally waste of money . The product actually deserve o star but there is no option to give it 0 🌟
,96,4281,Amazon,5,"Too good…beyond our expectations! Guys don’t hesitate to purchase this dining set.Worth the price,good quality product,very sturdy,the glass is also very thick and of great quality.It is exactly as described n actually even better.The installation men were very good n they know what they’re doing.Everything is excellent.💯👍🏻👌🏻Honestly there’s no problem about the product i can easily give 5 stars without any hesitation…Thankyou Flipkart"
,97,4110,Flipkart,5,"Loved it, durable, beautiful,  compact"
,98,5287,Amazon,5,Nice one you can go for it
,99,4764,Flipkart,4,"beware the glass is scratch prone though tampered glass, within one week lot of scratch's i got to see, definetly u need a table cover. rest all awesome."
,100,4462,Amazon,2,The quality of the product is very poor . I don't recommend this product for purchase.
,101,5017,Amazon,5,Super tqq so much
,102,4698,Amazon,4,Superb
,103,4277,Flipkart,5,Too good for 3/4 family members
,104,4483,Flipkart,4,Value for money perfect for small family
,105,4393,Flipkart,4,Nice product. best buy
,106,4191,Flipkart,5,Good
,107,5019,Amazon,4,Good
,108,4145,Amazon,4,product is good
,109,4785,Amazon,5,Excellent
,110,4472,Amazon,5,"It's perfect , astetic, cool,  and classy look,  good material and looks beautiful in my room by giving a sweet look💓"
,111,5083,Flipkart,5,"The dinning was so good enough also the installation process was so good and fast . Within 2 days everything completed i brought it, it delivered, installation done"
,112,4316,Amazon,5,Great installation very much satisfied.
,113,4267,Amazon,5,Loved it.
,114,5307,Flipkart,5,Too nice dining set
,115,5001,Amazon,5,Very good
,116,4149,Flipkart,5,"This dinning table set is very beautiful, complete and stylish."
,117,5076,Amazon,5,"Stability of one chair is bit a problem, installion done after 4 days of delivery date. Service is disappoinment, need to call a lot of times. Talking about whole dining set, 1. Looks are perfect as shown in picture2. Compact3. Quality is good."
,118,4986,Flipkart,5,Dining table is very nice and very comfortable
,119,4974,Amazon,5,Best
,120,4698,Flipkart,4,The product is really good and comfortable too.The only problem which I faced is about its installation. It took more time to get installed from the technician as promised to me by Flipkart.Highly recommended product for small family.
,121,5304,Flipkart,5,It's an excellent product. Delivered as scheduled. Looks premium and goes well with contemporary style. Thanks Flipkart.
,122,5168,Flipkart,5,Very nice
,123,5116,Flipkart,1,After sales service is worst. Trying to replace item for 3 weeks but nobody came to dismantle it and replace the faulty product evev after repeated reminder to flipkart. Nobody cares.
,124,5214,Amazon,5,Excellent finish with low space occupied set. Suitable for small room
,125,4903,Amazon,5,This is an awesome product ❤️✌🏼🙏🏻
,126,5358,Amazon,5,Good
,127,4215,Amazon,4,Good
,128,5475,Flipkart,5,Product is superb.Installation was awesome.Thank you flipkart
,129,4169,Flipkart,5,Installation guy was really humble and good at work
,130,4465,Amazon,5,"Very nice product at this price U can surely buy it Table, chair and stand quality is very good. Perfect for flat.Wood finish stand and nice look 5 out of 5."
,131,4270,Flipkart,5,Fast delivery and next day installation. Product is good thnk u flipkart
,132,4097,Flipkart,5,Best furniture with great design.value for money
,133,4884,Flipkart,5,Assume
,134,4341,Amazon,5,Perfect product
,135,4108,Amazon,5,This table is amazing and aristocratic. Looks really rich and soft cushiony seats !! its very compact and doesnt take much space and extremely stable. It will be a statement piece for sure
,136,5069,Flipkart,5,Good
,137,4707,Amazon,5,Very good
,138,4105,Amazon,5,Good product
,139,4622,Amazon,5,I am very happy
,140,4570,Amazon,5,Looks amazing! Just that the bottom part not wood!
,141,4883,Flipkart,5,Good product
,142,5277,Amazon,5,Great
,143,5163,Flipkart,5,Nice
,144,4642,Amazon,5,Nice 👍
,145,5198,Amazon,5,Beautiful
,146,5309,Flipkart,1,Worst product don't buy.I received the broken glass and after so much fight with the installation guy they finally replaced the product but that was also defective.the chair was not installed properly. When a person sit on it it used to get bend.I suggest not buy this product
,147,4353,Flipkart,4,Overall good product but foam of the chair is very light. Will not work longer…
,148,4319,Amazon,5,Good product and nice installation service
,149,5067,Flipkart,4,As for price I really liked the product.
,150,4583,Amazon,5,Thank you Flipkart for this amazing dining table.Loved it.
,151,4512,Amazon,5,Good one Quality is good
,152,5048,Amazon,5,Perfectly sturdy and compact
,153,4989,Flipkart,5,Such a lovely versatile product loved it  good buy
,154,4722,Flipkart,5,Very nice 👍
,155,5125,Flipkart,5,It's just wow same as itis in the  picture
,156,5487,Amazon,5,Very good product
,157,4494,Flipkart,5,Rare combination of Strong and Beautiful
,158,5216,Amazon,5,Wonderful product
,159,5157,Flipkart,5,Good Quality product ! Better than expected !!!
,160,4718,Flipkart,5,Best product at this price
,161,4550,Flipkart,1,Waste product
,162,4427,Amazon,5,Space saving product. It is good products if you want to use 5 to 7 years
,163,4226,Flipkart,5,Awesome purchase. Loved it. Thnks to flipkart. Looking grt. 😍😍
,164,5396,Flipkart,1,Material is good. but fitting is very very bad
,165,5247,Amazon,3,nice
,166,5387,Flipkart,4,Over all bult quality is good
,167,5001,Flipkart,4,Good enough but Chinese products I hate
,168,5478,Amazon,5,Good product
,169,4892,Flipkart,5,This one is a great space saver.The installation person is also very professional and good
,170,4539,Flipkart,1,Bad product received
,171,4837,Amazon,1,Waste product
,172,5438,Amazon,5,Space saving product. It is good products if you want to use 5 to 7 years
,173,4963,Amazon,5,Awesome purchase. Loved it. Thnks to flipkart. Looking grt. 😍😍
,174,4715,Flipkart,1,Material is good. but fitting is very very bad
,175,4534,Flipkart,3,nice
,176,5194,Flipkart,4,Over all bult quality is good
,177,5155,Flipkart,4,Good enough but Chinese products I hate
,178,5042,Amazon,5,Good product
,179,4676,Amazon,5,This one is a great space saver.The installation person is also very professional and good
,180,4422,Flipkart,1,Bad product received
,181,4532,Amazon,5,Very nice product
,182,4353,Amazon,4,Bought it a year back. Really good quality stuff.
,183,4861,Amazon,5,Just in one word . excellent
,184,4520,Flipkart,5,Very nice super
,185,5063,Amazon,5,Nice product value for money
,186,4813,Flipkart,5,So beautiful and classy.😍😍😍I really like it thanks Flipkart
,187,4691,Amazon,5,Ok
,188,4619,Amazon,5,Table rubber stoppers were missing in the pack
,189,4064,Flipkart,5,Just go for it
,190,5011,Flipkart,5,Unique and very spacious. I really liked the chairs and they are very strong and steady.
,191,4185,Flipkart,5,High quality product. 👌👌
,192,4367,Flipkart,5,The actual size of the table is 40 inches it is looking very classy and compact. Highly recommended
,193,4289,Amazon,5,Very nice product looking so beautifulquite sturdy. Install people also so fast and so professional
,194,4212,Flipkart,5,Worth . Nice product Worth buying
,195,4823,Flipkart,5,Superb
,196,5042,Amazon,4,More comfortable than occupy less area Worth
,197,4143,Flipkart,5,Very very good
,198,4159,Amazon,5,"Timely delivery and smooth installation.Go for this guy's , very good product. Exactly same as shown in pics."
,199,4198,Amazon,5,Good product
,200,4117,Flipkart,5,Mindblowing awesome I am so loving it.
,201,4679,Flipkart,5,Wonderful product same as shown in the picture
,202,4463,Amazon,5,Suitable for compact spaces
,203,5240,Flipkart,4,Go for it awesome
,204,4941,Amazon,4,Excellent Product
,205,4223,Flipkart,5,"Beautiful products, similar with photo, service also good. Engineer also experienced. Delivery & installation was very smoothly conducted. Very happy."
,206,4612,Amazon,5,"Good quality, very nice"
,207,5235,Flipkart,5,Comfortable for children and occupies less space.
,208,4977,Flipkart,5,Love this dining set
,209,5143,Flipkart,4,Nice table
,210,4924,Amazon,4,Good Product uses less space adjust within the area of glass top
,211,4827,Amazon,5,nice product quality and look is good
,212,4825,Flipkart,4,Good beautiful
,213,5430,Flipkart,4,Nice product
,214,4996,Flipkart,4,Very good
,215,5389,Amazon,3,Product quality seems good. Finishing is also good.Only drawback and the most problematic unbearable thing about this its height. Its height will just touch ur knee i.e. 1.3 ft around only. So placing television on it has no meaning as no one wants to see tv at the height lower than where u r sitting.
,216,5222,Flipkart,4,good
,217,4890,Flipkart,5,Awesome
,218,4248,Amazon,5,Good service Very NAIC
,219,4092,Amazon,4,It's good but the height is lower than image and magnet is of low power and silver stands are plastic made and the installation people are very rude and trustless
,220,4723,Flipkart,1,Not value for money poor quality. worst installation experience.
,221,4378,Amazon,4,"Item was delivered on time and installation was also  done on same day. Product is good , height may be a issue for some But its a good product in  a budget range. Manufacturer can provide back panel as same as other plank because back wire hole panel is so thin can break easily, Otherwise product is good for 43 inch TV."
,222,4558,Flipkart,4,Good
,223,4203,Amazon,4,"Basic  TV cabinet, no frills. Good quality. Modular design"
,224,4480,Flipkart,4,Height is very small
,225,4086,Flipkart,4,"Overall product is ok. Magnetic lock is not that much strong, Product should be safe from water."
,226,4285,Flipkart,5,Good product 👍
,227,5000,Flipkart,5,Good product
,228,4236,Amazon,5,Installation was good by S.Arputharaj IPJCCH0053
,229,4019,Flipkart,5,Product is good and installation was perfect
,230,4085,Flipkart,5,Good products
,231,4388,Amazon,4,Product is good Installation is simpleBut the size is little small than I expectedIf the size was little large i would have given 5 star
,232,4566,Amazon,5,very supportive nd helpful staff
,233,4846,Flipkart,3,still there is no installation after completing 2 months
,234,5438,Amazon,4,"installation by Mr.Manjit, product is good ,& Installation was very good ."
,235,5154,Amazon,2,"it is an okay product, the installation people make us fool everyday rescheduling the time without any proper information. installation is not yet done"
,236,4873,Flipkart,5,Perfect and professional . Good service
,237,4866,Flipkart,3,"Hi, can u see stands for TV cupboard very smallI need 12 inch(30cm) height stands  for same TV cupboard8 units  stands I need.I need 12inch(30cm). Stands for TV cupboard.help me to improve product.waiting for reply"
,238,4619,Flipkart,4,Very good
,239,5405,Amazon,2,ok. height is short
,240,5244,Amazon,4,Trendy product thanks flipkart
,241,5392,Flipkart,1,Worst product Not to buy
,242,5115,Amazon,1,Not satisfiedLooks very smallDisappointed😔
,243,5099,Flipkart,1,It's a worst product don't waste your money.
,244,4947,Amazon,5,satisfied with the instalation
,245,4869,Amazon,4,very good product and on time installation
,246,4499,Flipkart,4,useful TV table. Installation completed on the same day of delivery. Nice.
,247,4150,Flipkart,1,worst quality of wood
,248,4205,Flipkart,5,nice
,249,4549,Flipkart,4,good quality
,250,5234,Flipkart,5,This is very nice product.
,251,4402,Amazon,5,"installation TV stand, Demo completed by Sathish M(M22048)"
,252,4775,Amazon,5,Suraj kumar has visited and installed the TV unit successfully. I am very much satisfied by his service.Employee ID: IPSJCPA10412Case ID: 1278552
,253,5058,Flipkart,3,it's an ok product
,254,4671,Amazon,1,"hight is too short,,, i disappointed"
,255,4819,Amazon,4,for the case id 1231338 mr santosh kalse tv unit insatallation  work done properly. so happy
,256,4879,Flipkart,5,good product
,257,4151,Flipkart,5,Perfect product
,258,5141,Amazon,5,100% Perfect  and quality one Just grab the deal.
,259,4535,Amazon,5,Nice and beautiful productThanks a lot
,260,4235,Amazon,4,good
,261,4938,Flipkart,5,Installation was so quick i got a call from Babu donze and scheduled it. overall experience is very nice. Installation was so quick as the executive was experienced.
,262,4036,Amazon,4,"Height is below knee, otherwise product looks good"
,263,4404,Flipkart,5,"Installation done, at right time by satish (M22048) satisfied with the product"
,264,4594,Flipkart,3,"it's a light product, nice but not for rough use"
,265,4778,Flipkart,3,It was a nice work of Sunil but the height of show case is too small
,266,4690,Amazon,1,very worst product
,267,5467,Amazon,5,Excellent
,268,5138,Amazon,3,height is too short
,269,5024,Flipkart,1,guys do not buy this item. wastes of money
,270,4522,Amazon,4,best collection. Tabel door removed falt please repairs money pay no problem
,271,4706,Flipkart,4,Worth for money. Suitable for VU 55 Inch
,272,4992,Amazon,5,very nyc n good quality
,273,4148,Amazon,4,good
,274,5071,Flipkart,3,Very small size
,275,4248,Amazon,2,"Average Product, Worst Service by Flipkart"
,276,4234,Amazon,5,price worthy
,277,4261,Flipkart,3,finishing is good but the door hand is local plastic material is used
,278,5421,Amazon,5,"service very good, Good Item, very usable product"
,279,4531,Amazon,3,Product is good but installation not done on time even after 7 days of delivery
,280,4436,Flipkart,5,"Product is very gud i m happy from this.And the man who came to my home to install the product is also very gud his Behaviour is also pleasent whose name was - Lalit Kumar Sharma, Employ i'd - KCJV160733, case i'd - 0962515 and i m happy from flipkart"
,281,4844,Flipkart,5,nice product quality and look is good
,282,4381,Amazon,4,Good beautiful
,283,4242,Amazon,4,Nice product
,284,5074,Flipkart,4,Very good
,285,4448,Amazon,3,Product quality seems good. Finishing is also good.Only drawback and the most problematic unbearable thing about this its height. Its height will just touch ur knee i.e. 1.3 ft around only. So placing television on it has no meaning as no one wants to see tv at the height lower than where u r sitting.
,286,4409,Amazon,4,good
,287,4198,Amazon,5,Awesome
,288,4578,Amazon,5,Good service Very NAIC
,289,5432,Flipkart,4,It's good but the height is lower than image and magnet is of low power and silver stands are plastic made and the installation people are very rude and trustless
,290,4797,Flipkart,1,Not value for money poor quality. worst installation experience.
,291,5014,Amazon,4,"Item was delivered on time and installation was also  done on same day. Product is good , height may be a issue for some But its a good product in  a budget range. Manufacturer can provide back panel as same as other plank because back wire hole panel is so thin can break easily, Otherwise product is good for 43 inch TV."
,292,5268,Flipkart,4,Good
,293,4161,Amazon,4,"Basic  TV cabinet, no frills. Good quality. Modular design"
,294,5049,Flipkart,4,Height is very small
,295,5309,Flipkart,4,"Overall product is ok. Magnetic lock is not that much strong, Product should be safe from water."
,296,5069,Flipkart,5,Good product 👍
,297,4917,Amazon,5,Good product
,298,5070,Amazon,5,Installation was good by S.Arputharaj IPJCCH0053
,299,4813,Amazon,5,Product is good and installation was perfect
,300,4633,Amazon,5,Good products
,301,4065,Amazon,4,Product is good Installation is simpleBut the size is little small than I expectedIf the size was little large i would have given 5 star
,302,5438,Amazon,5,very supportive nd helpful staff
,303,4121,Amazon,3,still there is no installation after completing 2 months
,304,4330,Amazon,4,"installation by Mr.Manjit, product is good ,& Installation was very good ."
,305,4337,Amazon,2,"it is an okay product, the installation people make us fool everyday rescheduling the time without any proper information. installation is not yet done"
,306,4963,Amazon,5,Perfect and professional . Good service
,307,4403,Flipkart,3,"Hi, can u see stands for TV cupboard very smallI need 12 inch(30cm) height stands  for same TV cupboard8 units  stands I need.I need 12inch(30cm). Stands for TV cupboard.help me to improve product.waiting for reply"
,308,5025,Amazon,4,Very good
,309,5340,Amazon,2,ok. height is short
,310,4553,Amazon,4,Trendy product thanks flipkart
,311,4255,Flipkart,1,Worst product Not to buy
,312,5127,Flipkart,1,Not satisfiedLooks very smallDisappointed😔
,313,4684,Flipkart,1,It's a worst product don't waste your money.
,314,5113,Amazon,5,satisfied with the instalation
,315,4404,Flipkart,4,very good product and on time installation
,316,4561,Flipkart,4,useful TV table. Installation completed on the same day of delivery. Nice.
,317,4359,Amazon,1,worst quality of wood
,318,4710,Amazon,5,nice
,319,4304,Flipkart,4,good quality
,320,4594,Flipkart,5,This is very nice product.
,321,5214,Amazon,5,"installation TV stand, Demo completed by Sathish M(M22048)"
,322,4158,Flipkart,5,Suraj kumar has visited and installed the TV unit successfully. I am very much satisfied by his service.Employee ID: IPSJCPA10412Case ID: 1278552
,323,5176,Amazon,3,it's an ok product
,324,4331,Amazon,1,"hight is too short,,, i disappointed"
